ID,year,债权融资额度,债权融资成本,股权融资额度,股权融资成本,内部融资和贸易融资额度,内部融资和贸易融资成本,项目融资和政策融资额度,项目融资和政策融资成本
626404,2017.0,0.0,0.0,0.0,0.0,7257.6,435.45599999999996,0.0,0.0
626475,2017.0,19272.0,1541.76,0.0,0.0,0.0,0.0,0.0,0.0
626567,2017.0,12954.0,1036.32,0.0,0.0,0.0,0.0,0.0,0.0
626880,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,2182.5,130.95
626881,2017.0,0.0,0.0,3880.0,155.2,0.0,0.0,0.0,0.0
627000,2017.0,,0.0,0.0,0.0,26644.8,1598.6879999999999,0.0,0.0
627005,2017.0,120.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0
627085,2017.0,0.0,0.0,1458.0,58.32,0.0,0.0,0.0,0.0
627418,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,2326.8,139.608
627452,2017.0,0.0,0.0,0.0,0.0,519736.5,31184.19,0.0,0.0
627574,2017.0,5865.0,469.2,0.0,0.0,0.0,0.0,0.0,0.0
627604,2017.0,0.0,0.0,0.0,0.0,2079.0,124.74,0.0,0.0
627699,2017.0,,1675.52,0.0,0.0,0.0,0.0,0.0,0.0
627748,2017.0,0.0,0.0,0.0,0.0,383400.0,23004.0,0.0,0.0
627984,2017.0,2085.0,166.8,0.0,0.0,0.0,0.0,0.0,0.0
628009,2017.0,1050.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
628051,2017.0,0.0,0.0,3922.56,156.9024,0.0,0.0,0.0,0.0
628061,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,781.6,46.896
628222,2017.0,27846.0,2227.68,0.0,,0.0,0.0,0.0,0.0
628293,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,9120.0,547.2
629036,2017.0,0.0,0.0,11607.12,464.2848,0.0,0.0,0.0,0.0
629547,2017.0,0.0,0.0,0.0,0.0,67651.2,4059.072,0.0,0.0
629925,2017.0,0.0,0.0,0.0,0.0,377520.0,22651.2,0.0,0.0
630225,2015.0,0.0,0.0,10771.2,430.848,0.0,0.0,0.0,0.0
630348,2015.0,7348.0,587.84,0.0,0.0,0.0,0.0,0.0,0.0
630429,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,362.4,21.744
630764,2015.0,1324.0,105.92,0.0,0.0,0.0,0.0,0.0,0.0
631475,2015.0,0.0,0.0,5002.4,200.09599999999998,0.0,0.0,0.0,0.0
631501,2015.0,368.0,29.44,0.0,0.0,0.0,0.0,0.0,0.0
631622,2015.0,0.0,0.0,0.0,0.0,158688.0,9521.28,0.0,0.0
632280,2015.0,0.0,0.0,,0.0,0.0,0.0,2111.2,126.67200000000001
632595,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,15916.8,955.008
633615,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,3832.0,229.92
633773,2015.0,0.0,0.0,55994.4,2239.776,0.0,0.0,0.0,0.0
634245,2015.0,2730.0,218.4,0.0,0.0,0.0,0.0,0.0,0.0
634362,2015.0,0.0,0.0,0.0,0.0,12263.1,735.7860000000001,0.0,0.0
634412,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,3411.0,204.66
634572,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,4508.0,270.48
634649,2015.0,0.0,0.0,19908.0,796.32,0.0,0.0,0.0,0.0
635355,2015.0,23928.0,1914.24,0.0,0.0,0.0,0.0,0.0,0.0
635607,2015.0,377.0,30.16,0.0,0.0,0.0,0.0,0.0,0.0
636108,2015.0,0.0,0.0,0.0,0.0,532800.0,31968.0,0.0,0.0
636340,2015.0,0.0,0.0,38569.44,1542.7776,0.0,0.0,0.0,0.0
636464,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,694.8,41.688
636566,2015.0,0.0,0.0,1625.6,65.024,0.0,0.0,0.0,0.0
636859,2015.0,0.0,0.0,0.0,0.0,358.8,21.528000000000002,0.0,0.0
636871,2015.0,0.0,0.0,0.0,0.0,982.8,58.968,0.0,0.0
637021,2015.0,0.0,0.0,30164.4,1206.576,0.0,0.0,0.0,0.0
637105,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,204.4,12.264000000000001
637479,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,50.4
638266,2015.0,0.0,0.0,0.0,0.0,26126.1,1567.566,0.0,0.0
638541,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,1324.8,79.488
638591,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,17887.5,1073.25
639297,2015.0,0.0,0.0,9375.6,375.024,0.0,0.0,0.0,0.0
639428,2015.0,0.0,0.0,0.0,0.0,44737.2,2684.232,0.0,0.0
639548,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,21.96
639718,2015.0,5845.0,467.6,0.0,0.0,0.0,0.0,0.0,0.0
639764,2015.0,0.0,0.0,1908.0,76.32,0.0,0.0,0.0,0.0
639839,2015.0,2712.0,216.96,0.0,0.0,0.0,0.0,0.0,0.0
640109,2015.0,9060.0,724.8,0.0,0.0,0.0,0.0,0.0,0.0
640602,2015.0,0.0,0.0,0.0,0.0,37800.0,2268.0,0.0,0.0
640605,2015.0,279.0,22.32,0.0,0.0,0.0,0.0,0.0,0.0
641136,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,2994.6,179.676
641269,2015.0,0.0,0.0,0.0,0.0,1531.2,91.87200000000001,0.0,0.0
641418,2015.0,0.0,0.0,7633.44,305.3376,0.0,0.0,0.0,0.0
641504,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,891.0,53.46
641564,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,1267.2,76.032
641678,2015.0,0.0,0.0,0.0,0.0,338175.0,20290.5,0.0,0.0
641828,2015.0,3913.0,313.04,0.0,0.0,0.0,0.0,0.0,0.0
641847,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,26.34
641852,2015.0,2256.0,180.48,0.0,,0.0,0.0,0.0,0.0
642196,2015.0,0.0,0.0,,0.0,65052.0,3903.12,0.0,0.0
642365,2015.0,7020.0,561.6,0.0,0.0,0.0,0.0,0.0,0.0
642371,2015.0,0.0,0.0,0.0,0.0,16182.0,970.92,0.0,0.0
642380,2015.0,0.0,0.0,6285.6,251.424,0.0,0.0,0.0,0.0
642553,2015.0,0.0,0.0,756.24,30.2496,0.0,0.0,0.0,0.0
642796,2015.0,0.0,0.0,6528.6,261.144,0.0,0.0,0.0,0.0
642840,2015.0,0.0,0.0,26852.0,1074.08,0.0,0.0,,0.0
643792,2015.0,28360.0,,0.0,0.0,0.0,0.0,0.0,0.0
643822,2015.0,5628.0,450.24,0.0,0.0,0.0,0.0,0.0,0.0
644069,2015.0,6777.0,542.16,0.0,0.0,0.0,0.0,0.0,0.0
644114,2015.0,0.0,0.0,8704.0,348.16,0.0,0.0,0.0,0.0
644363,2015.0,0.0,0.0,0.0,0.0,109792.8,6587.568,0.0,0.0
644424,2015.0,0.0,0.0,0.0,0.0,888.0,53.28,0.0,0.0
644483,2015.0,0.0,0.0,437.76,17.5104,0.0,0.0,0.0,0.0
644593,2015.0,0.0,0.0,6561.0,262.44,0.0,0.0,0.0,0.0
644727,2015.0,0.0,0.0,123.2,4.928,0.0,0.0,,0.0
644804,2015.0,0.0,0.0,0.0,0.0,24000.0,1440.0,0.0,0.0
644846,2015.0,10584.0,846.72,0.0,0.0,0.0,0.0,0.0,0.0
644991,2015.0,0.0,0.0,0.0,,0.0,0.0,8460.0,507.6
645124,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,3752.0,225.12
645762,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0,51.84
645778,2015.0,22820.0,1825.6,0.0,0.0,0.0,0.0,0.0,0.0
645918,2015.0,0.0,0.0,5304.0,212.16,0.0,0.0,0.0,0.0
646012,2015.0,0.0,0.0,2850.4,114.016,0.0,0.0,0.0,0.0
646266,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,3.42
646396,2015.0,2982.0,238.56,0.0,0.0,0.0,0.0,0.0,0.0
646787,2015.0,0.0,0.0,0.0,0.0,1785.6,107.13600000000001,0.0,0.0
646952,2015.0,0.0,0.0,0.0,0.0,10686.0,641.16,0.0,0.0
647220,2015.0,16000.0,1280.0,0.0,0.0,0.0,0.0,0.0,0.0
647460,2015.0,0.0,0.0,0.0,0.0,149145.6,8948.735999999999,0.0,0.0
647606,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,2856.0,171.36
647827,2015.0,26688.0,2135.04,0.0,0.0,0.0,0.0,0.0,0.0
648212,2015.0,7890.0,631.2,0.0,0.0,0.0,0.0,0.0,0.0
648604,2015.0,3498.0,279.84,0.0,0.0,0.0,0.0,0.0,0.0
648954,2015.0,22008.0,1760.64,0.0,0.0,0.0,0.0,0.0,0.0
648956,2015.0,0.0,0.0,12474.0,498.96,0.0,0.0,0.0,0.0
649030,2015.0,29775.0,2382.0,0.0,0.0,0.0,0.0,0.0,0.0
649277,2015.0,0.0,0.0,0.0,0.0,1882.8,112.96799999999999,0.0,0.0
649868,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,4312.0,258.72
649897,2015.0,23730.0,1898.4,0.0,0.0,0.0,0.0,0.0,0.0
650268,2015.0,0.0,0.0,0.0,0.0,86457.6,5187.456,0.0,0.0
650307,2015.0,14430.0,1154.4,0.0,0.0,0.0,0.0,0.0,0.0
650365,2015.0,52195.0,4175.6,0.0,0.0,0.0,0.0,0.0,
650452,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,320.8,19.248
650710,2015.0,3795.0,303.6,0.0,0.0,0.0,0.0,0.0,0.0
650755,2015.0,14630.0,1170.4,0.0,0.0,0.0,0.0,0.0,0.0
650934,2015.0,0.0,0.0,10790.0,431.6,0.0,0.0,0.0,0.0
651134,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,20325.0,1219.5
651203,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,4796.0,287.76
651339,2015.0,6160.0,492.8,0.0,0.0,0.0,0.0,0.0,0.0
651455,2015.0,0.0,0.0,0.0,0.0,7207.2,432.43199999999996,0.0,0.0
651555,2015.0,1794.0,143.52,0.0,0.0,0.0,0.0,0.0,0.0
651638,2015.0,0.0,0.0,0.0,0.0,114264.0,6855.84,0.0,0.0
651706,2015.0,0.0,0.0,0.0,0.0,53611.2,3216.672,0.0,0.0
652100,2015.0,0.0,0.0,82939.2,3317.5679999999998,0.0,0.0,0.0,0.0
652786,2015.0,0.0,0.0,0.0,0.0,,9228.96,0.0,0.0
652801,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.7559999999999999
652805,2015.0,16326.0,1306.08,0.0,0.0,0.0,0.0,0.0,0.0
653302,2015.0,0.0,0.0,0.0,0.0,20620.8,1237.248,0.0,0.0
653787,2015.0,0.0,0.0,80754.0,3230.16,0.0,0.0,0.0,0.0
653885,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.6,85.536
654259,2015.0,0.0,0.0,,0.0,0.0,0.0,408.0,24.48
654285,2015.0,0.0,0.0,18668.4,746.7360000000001,0.0,0.0,0.0,0.0
654375,2015.0,18912.0,1512.96,0.0,0.0,0.0,0.0,0.0,0.0
654438,2015.0,0.0,0.0,0.0,0.0,21134.4,1268.0639999999999,0.0,0.0
654450,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,11880.0,712.8
654596,2015.0,0.0,0.0,0.0,0.0,63720.0,3823.2,0.0,0.0
654655,2015.0,0.0,0.0,0.0,0.0,7072.5,424.35,0.0,0.0
654926,2015.0,0.0,0.0,0.0,0.0,15435.0,926.1,0.0,0.0
654974,2015.0,0.0,0.0,0.0,0.0,253984.5,15239.07,0.0,0.0
654977,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,4303.2,258.192
655035,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,302.4
655056,2015.0,0.0,0.0,14169.6,,0.0,0.0,0.0,0.0
655284,2015.0,0.0,0.0,0.0,0.0,26100.0,1566.0,0.0,0.0
655368,2015.0,10052.0,804.16,0.0,0.0,0.0,0.0,0.0,0.0
655423,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,6737.5,404.25
655437,2015.0,15040.0,1203.2,0.0,0.0,0.0,0.0,0.0,0.0
655741,2015.0,688.0,55.04,0.0,0.0,0.0,0.0,0.0,0.0
655749,2015.0,0.0,0.0,0.0,0.0,10584.0,635.04,0.0,0.0
655980,2015.0,0.0,0.0,3022.08,120.8832,0.0,0.0,0.0,0.0
656031,2015.0,0.0,0.0,0.0,0.0,212121.0,12727.26,0.0,0.0
656525,2015.0,0.0,0.0,5762.4,230.49599999999998,0.0,0.0,0.0,0.0
656931,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,2408.0,144.48
657297,2015.0,0.0,0.0,2770.56,110.8224,0.0,0.0,0.0,0.0
657627,2015.0,0.0,0.0,0.0,0.0,15660.0,939.6,0.0,0.0
657799,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,6037.5,362.25
657899,2015.0,36550.0,2924.0,0.0,0.0,0.0,0.0,0.0,0.0
657955,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,5430.0,325.8
657986,2015.0,2256.0,180.48,0.0,0.0,0.0,0.0,0.0,0.0
658107,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0,51.84
658654,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,777.6,46.656000000000006
658846,2015.0,9528.0,762.24,0.0,0.0,0.0,0.0,0.0,0.0
659100,2015.0,0.0,0.0,0.0,0.0,32472.0,1948.32,0.0,0.0
659207,2015.0,21780.0,1742.4,0.0,0.0,0.0,0.0,0.0,0.0
659377,2015.0,0.0,0.0,0.0,0.0,78537.6,4712.255999999999,0.0,0.0
659496,2015.0,700.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
659708,2015.0,0.0,0.0,12672.0,506.88,0.0,0.0,0.0,0.0
659730,2015.0,1610.0,128.8,0.0,0.0,0.0,0.0,0.0,0.0
630225,2016.0,0.0,0.0,4093.6,163.744,0.0,0.0,0.0,0.0
630348,2016.0,0.0,0.0,0.0,0.0,252504.0,15150.24,0.0,0.0
630429,2016.0,4530.0,362.4,0.0,0.0,0.0,0.0,0.0,0.0
630764,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,1787.4,107.244
631475,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,240.5,14.43
631501,2016.0,1380.0,110.4,0.0,,0.0,0.0,0.0,0.0
631622,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,1983.6,119.016
632280,2016.0,11368.0,909.44,0.0,0.0,0.0,0.0,0.0,0.0
632595,2016.0,21554.0,1724.32,0.0,0.0,0.0,0.0,0.0,0.0
633615,2016.0,17244.0,1379.52,0.0,0.0,0.0,0.0,0.0,0.0
633773,2016.0,0.0,0.0,23997.6,959.904,0.0,0.0,0.0,0.0
634245,2016.0,0.0,0.0,0.0,0.0,1638.0,98.28,0.0,0.0
634362,2016.0,3988.0,319.04,0.0,0.0,0.0,0.0,0.0,0.0
634412,2016.0,0.0,0.0,2910.72,116.4288,0.0,0.0,0.0,0.0
634572,2016.0,12075.0,966.0,0.0,0.0,0.0,0.0,0.0,0.0
634649,2016.0,0.0,0.0,9954.0,398.16,0.0,0.0,0.0,0.0
635355,2016.0,0.0,0.0,45223.92,1808.9568,0.0,0.0,0.0,0.0
635607,2016.0,0.0,0.0,259.84,10.3936,0.0,0.0,0.0,0.0
636108,2016.0,0.0,0.0,117216.0,4688.64,0.0,0.0,0.0,0.0
636340,2016.0,61810.0,4944.8,0.0,0.0,0.0,0.0,0.0,0.0
636464,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,1158.0,69.48
636566,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,1905.0,114.3
636859,2016.0,0.0,0.0,357.76,14.3104,0.0,0.0,0.0,0.0
636871,2016.0,0.0,0.0,0.0,0.0,842.4,50.544,0.0,0.0
637021,2016.0,17640.0,1411.2,0.0,0.0,0.0,0.0,0.0,0.0
637105,2016.0,2920.0,233.6,0.0,0.0,0.0,0.0,0.0,0.0
637479,2016.0,0.0,0.0,2795.52,111.8208,0.0,0.0,0.0,0.0
638266,2016.0,5104.0,408.32,0.0,0.0,0.0,0.0,0.0,0.0
638541,2016.0,0.0,0.0,0.0,0.0,23473.8,1408.4279999999999,0.0,0.0
638591,2016.0,22896.0,1831.68,0.0,0.0,0.0,0.0,0.0,0.0
639297,2016.0,0.0,0.0,12116.16,484.6464,0.0,0.0,0.0,0.0
639428,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,5848.0,350.88
639548,2016.0,0.0,0.0,0.0,0.0,6588.0,395.28,0.0,0.0
639718,2016.0,0.0,0.0,6012.0,240.48,0.0,0.0,0.0,0.0
639764,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,,
639839,2016.0,1582.0,126.56,0.0,0.0,0.0,0.0,0.0,0.0
640109,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,3624.0,217.44
640602,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,3465.0,207.9
640605,2016.0,0.0,0.0,694.4,27.776,0.0,0.0,0.0,0.0
641136,2016.0,0.0,0.0,5133.6,205.34400000000002,0.0,0.0,0.0,0.0
641269,2016.0,0.0,0.0,1461.6,58.464,0.0,0.0,0.0,0.0
641418,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,41.04
641504,2016.0,4752.0,380.16,0.0,0.0,0.0,0.0,0.0,0.0
641564,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,6864.0,411.84
641678,2016.0,0.0,0.0,4328.64,173.1456,0.0,0.0,0.0,0.0
641828,2016.0,0.0,,0.0,0.0,0.0,0.0,8944.0,536.64
641847,2016.0,0.0,0.0,0.0,0.0,5531.4,331.884,0.0,0.0
641852,2016.0,2820.0,225.6,0.0,0.0,0.0,0.0,0.0,0.0
642196,2016.0,0.0,0.0,,0.0,0.0,0.0,4670.4,280.224
642365,2016.0,0.0,0.0,877.5,35.1,0.0,0.0,0.0,0.0
642371,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,510.4,30.624000000000002
642380,2016.0,0.0,0.0,0.0,0.0,18856.8,1131.4080000000001,0.0,0.0
642553,2016.0,2466.0,197.28,0.0,0.0,0.0,0.0,0.0,0.0
642796,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,4650.0,279.0
642840,2016.0,0.0,0.0,17645.6,705.824,0.0,0.0,0.0,0.0
643792,2016.0,0.0,0.0,0.0,0.0,51473.4,3088.4040000000005,0.0,0.0
643822,2016.0,0.0,0.0,13989.6,559.5840000000001,0.0,0.0,0.0,0.0
644069,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,1506.0,90.36
644114,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,2160.0,129.6
644363,2016.0,,0.0,0.0,0.0,0.0,0.0,1326.0,79.56
644424,2016.0,1665.0,133.2,0.0,0.0,0.0,0.0,0.0,0.0
644483,2016.0,0.0,0.0,52136.0,2085.44,0.0,0.0,0.0,0.0
644593,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,2160.0,129.6
644727,2016.0,0.0,0.0,432.0,17.28,0.0,0.0,0.0,0.0
644804,2016.0,0.0,0.0,972.0,38.88,0.0,0.0,0.0,0.0
644846,2016.0,0.0,0.0,10644.48,425.7792,0.0,0.0,0.0,0.0
644991,2016.0,30080.0,2406.4,0.0,0.0,0.0,0.0,0.0,0.0
645124,2016.0,16884.0,1350.72,0.0,0.0,0.0,0.0,0.0,0.0
645762,2016.0,0.0,0.0,0.0,0.0,257040.0,15422.4,0.0,0.0
645778,2016.0,26080.0,2086.4,0.0,0.0,0.0,0.0,0.0,0.0
645918,2016.0,0.0,0.0,21640.32,865.6128,0.0,0.0,0.0,0.0
646012,2016.0,0.0,0.0,14659.2,586.368,0.0,0.0,0.0,0.0
646266,2016.0,0.0,0.0,30.4,1.216,0.0,0.0,0.0,0.0
646396,2016.0,0.0,0.0,4870.6,194.824,0.0,0.0,0.0,0.0
646787,2016.0,17360.0,1388.8,0.0,0.0,0.0,0.0,0.0,0.0
646952,2016.0,0.0,0.0,8631.0,345.24,0.0,0.0,0.0,0.0
647220,2016.0,0.0,0.0,0.0,0.0,69120.0,4147.2,0.0,0.0
647460,2016.0,0.0,0.0,10486.8,419.472,0.0,0.0,0.0,0.0
647606,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,2380.0,142.8
647827,2016.0,0.0,0.0,34694.4,1387.776,0.0,0.0,0.0,0.0
648212,2016.0,0.0,0.0,11361.6,454.464,0.0,0.0,0.0,0.0
648604,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,874.5,52.47
648954,2016.0,47684.0,3814.72,0.0,0.0,0.0,0.0,0.0,0.0
648956,2016.0,0.0,0.0,0.0,0.0,42865.2,2571.9120000000003,0.0,0.0
649030,2016.0,12704.0,1016.32,0.0,0.0,0.0,0.0,0.0,0.0
649277,2016.0,2092.0,167.36,0.0,0.0,0.0,0.0,0.0,0.0
649868,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,7700.0,462.0
649897,2016.0,0.0,0.0,0.0,0.0,353102.4,21186.144,0.0,0.0
650268,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,1643.2,98.59200000000001
650307,2016.0,0.0,0.0,118326.0,4733.04,0.0,0.0,0.0,0.0
650365,2016.0,0.0,0.0,0.0,0.0,174236.4,10454.184000000001,0.0,0.0
650452,2016.0,0.0,0.0,0.0,0.0,25263.0,1515.78,0.0,0.0
650710,2016.0,16192.0,1295.36,0.0,0.0,0.0,0.0,0.0,0.0
650755,2016.0,0.0,0.0,0.0,0.0,354312.0,21258.72,0.0,0.0
650934,2016.0,9296.0,743.68,0.0,0.0,0.0,0.0,0.0,0.0
651134,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,7804.8,468.288
651203,2016.0,0.0,0.0,0.0,0.0,49050.0,2943.0,0.0,0.0
651339,2016.0,0.0,0.0,3049.2,121.96799999999999,0.0,0.0,0.0,0.0
651455,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,554.4,33.264
651555,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,1545.6,92.736
651638,2016.0,0.0,0.0,81995.0,3279.8,0.0,0.0,0.0,0.0
651706,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,2847.0,170.82
652100,2016.0,0.0,0.0,0.0,0.0,129452.4,7767.144,0.0,0.0
652786,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,4976.4,298.584
652801,2016.0,0.0,0.0,0.0,0.0,1512.0,90.72,0.0,0.0
652805,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,2539.6,152.376
653302,2016.0,0.0,0.0,24057.6,962.304,0.0,0.0,0.0,0.0
653787,2016.0,51645.0,4131.6,0.0,0.0,0.0,0.0,0.0,0.0
653885,2016.0,10692.0,855.36,0.0,0.0,0.0,0.0,0.0,0.0
654259,2016.0,0.0,0.0,0.0,0.0,52632.0,3157.92,0.0,0.0
654285,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,10592.0,635.52
654375,2016.0,0.0,0.0,0.0,0.0,768300.0,46098.0,0.0,0.0
654438,2016.0,0.0,0.0,0.0,0.0,74592.0,4475.52,0.0,0.0
654450,2016.0,0.0,0.0,0.0,0.0,310464.0,18627.84,0.0,0.0
654596,2016.0,3540.0,283.2,0.0,0.0,0.0,0.0,0.0,0.0
654655,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,1131.6,67.896
654926,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,3675.0,220.5
654974,2016.0,0.0,0.0,22165.92,886.6368,0.0,0.0,0.0,0.0
654977,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,7824.0,469.44
655035,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,3840.0,230.4
655056,2016.0,0.0,0.0,2309.12,92.3648,0.0,0.0,0.0,0.0
655284,2016.0,825.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
655368,2016.0,0.0,0.0,29294.4,1171.776,0.0,0.0,0.0,0.0
655423,2016.0,0.0,0.0,1811.04,72.4416,0.0,0.0,0.0,0.0
655437,2016.0,0.0,0.0,0.0,0.0,121598.4,7295.904,0.0,0.0
655741,2016.0,0.0,0.0,1238.4,49.536,0.0,0.0,0.0,0.0
655749,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,4312.0,258.72
655980,2016.0,0.0,0.0,79187.94,3167.5176,0.0,0.0,0.0,0.0
656031,2016.0,0.0,0.0,0.0,0.0,715728.0,42943.68,0.0,0.0
656525,2016.0,0.0,0.0,0.0,0.0,571095.0,34265.7,0.0,0.0
656931,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,2752.0,165.12
657297,2016.0,0.0,0.0,0.0,0.0,48551.4,2913.0840000000003,0.0,0.0
657627,2016.0,0.0,0.0,1508.0,60.32,,0.0,0.0,0.0
657799,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,5152.0,309.12
657899,2016.0,0.0,0.0,39079.26,1563.1704,0.0,0.0,0.0,0.0
657955,2016.0,5792.0,463.36,0.0,0.0,0.0,0.0,0.0,0.0
657986,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,394.8,23.688000000000002
658107,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,1620.0,97.2
658654,2016.0,4536.0,362.88,0.0,0.0,0.0,0.0,0.0,0.0
658846,2016.0,0.0,0.0,46449.0,1857.96,0.0,0.0,0.0,0.0
659100,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,11275.0,676.5
659207,2016.0,0.0,0.0,0.0,0.0,21384.0,1283.04,0.0,0.0
659377,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,9544.5,572.67
659496,2016.0,2400.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0
659708,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,5632.0,337.92
659730,2016.0,9200.0,736.0,,0.0,0.0,0.0,0.0,0.0
630225,2017.0,1088.0,87.04,0.0,0.0,0.0,0.0,0.0,0.0
630348,2017.0,8684.0,694.72,0.0,0.0,0.0,0.0,0.0,0.0
630429,2017.0,13590.0,1087.2,0.0,0.0,0.0,0.0,0.0,0.0
630764,2017.0,0.0,0.0,0.0,0.0,6355.2,381.31199999999995,0.0,0.0
631475,2017.0,11544.0,923.52,0.0,0.0,0.0,0.0,0.0,0.0
631501,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,662.4,39.744
631622,2017.0,27550.0,2204.0,0.0,0.0,0.0,0.0,0.0,
632280,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,6090.0,365.4
632595,2017.0,0.0,0.0,0.0,0.0,800814.0,48048.84,0.0,0.0
633615,2017.0,0.0,0.0,0.0,0.0,18106.2,1086.372,0.0,0.0
633773,2017.0,0.0,0.0,3102.72,124.1088,0.0,0.0,0.0,0.0
634245,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,2730.0,163.8
634362,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,3589.2,215.352
634412,2017.0,0.0,0.0,0.0,0.0,143262.0,8595.72,0.0,0.0
634572,2017.0,51520.0,4121.6,0.0,0.0,0.0,0.0,0.0,0.0
634649,2017.0,0.0,0.0,0.0,0.0,80295.6,4817.736,0.0,0.0
635355,2017.0,0.0,,167496.0,6699.84,0.0,0.0,0.0,0.0
635607,2017.0,870.0,69.6,0.0,0.0,0.0,0.0,0.0,0.0
636108,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,17049.6,1022.9760000000001
636340,2017.0,0.0,0.0,38145.6,1525.8239999999998,0.0,0.0,0.0,0.0
