ID,year,从业人数,资产总额,负债总额,营业总收入,主营业务收入,利润总额,净利润,纳税总额,所有者权益合计
468285,2017.0,881.0,218280.0,321000.0,785808.0,550065.6,157161.6,-78580.8,0.0,-102720.0
468383,2017.0,435.0,98400.0,143910.0,285360.0,228288.0,114144.0,-28536.0,0.0,-45510.0
468580,2017.0,671.0,89920.0,84300.0,107904.0,86323.2,10790.4,-10790.4,0.0,5620.0
469134,2017.0,20.0,7860.0,9825.0,38514.0,30811.2,15405.6,-3851.4,,-1965.0
469194,2017.0,65.0,323050.0,318080.0,516880.0,310128.0,258440.0,-51688.0,0.0,4970.0
469678,2017.0,510.0,58170.0,74790.0,197778.0,79111.2,39555.6,-19777.8,0.0,-16620.0
469716,2017.0,231.0,108540.0,102510.0,510138.0,204055.2,255069.0,-51013.8,0.0,6030.0
469757,2017.0,404.0,183840.0,88090.0,882432.0,441216.0,441216.0,-88243.2,0.0,95750.0
469762,2017.0,373.0,76500.0,150960.0,91800.0,45900.0,18360.0,-9180.0,0.0,-74460.0
469873,2017.0,66.0,153300.0,74095.0,91980.0,64386.0,27594.0,-9198.0,0.0,79205.0
469908,2017.0,786.0,48800.0,65880.0,122000.0,48800.0,36600.0,-12200.0,0.0,-17080.0
470008,2017.0,751.0,84000.0,159600.0,302400.0,120960.0,90720.0,-30240.0,0.0,-75600.0
470384,2017.0,285.0,41400.0,58995.0,207000.0,144900.0,20700.0,-20700.0,0.0,-17595.0
470386,2017.0,711.0,24840.0,11730.0,106812.0,53406.0,42724.8,-10681.2,0.0,13110.0
470462,2017.0,681.0,130880.0,245400.0,575872.0,230348.8,230348.8,-57587.2,0.0,-114520.0
470547,2017.0,174.0,77550.0,144760.0,232650.0,116325.0,69795.0,-23265.0,0.0,-67210.0
470714,2017.0,37.0,259500.0,125425.0,25950.0,15570.0,2595.0,-2595.0,0.0,134075.0
470812,2017.0,383.0,128700.0,62700.0,296010.0,236808.0,148005.0,-29601.0,0.0,66000.0
471102,2017.0,539.0,234000.0,226200.0,514800.0,360360.0,154440.0,-51480.0,0.0,7800.0
471302,2017.0,766.0,59520.0,24800.0,113088.0,45235.2,45235.2,-11308.8,0.0,34720.0
471316,2017.0,544.0,24330.0,8110.0,36495.0,25546.5,14598.0,-3649.5,0.0,16220.0
471632,2017.0,270.0,38500.0,18480.0,88550.0,53130.0,44275.0,-8855.0,0.0,20020.0
471764,2017.0,27.0,44500.0,35600.0,84550.0,50730.0,16910.0,-8455.0,0.0,8900.0
471907,2017.0,197.0,21760.0,31620.0,54400.0,27200.0,5440.0,-5440.0,0.0,-9860.0
471953,2017.0,437.0,249120.0,484400.0,996480.0,498240.0,398592.0,-99648.0,0.0,-235280.0
472041,2017.0,208.0,118880.0,167175.0,380416.0,304332.8,152166.4,-38041.6,0.0,-48295.0
472073,2017.0,388.0,613700.0,606480.0,2393430.0,1436058.0,718029.0,-239343.0,0.0,7220.0
472586,2017.0,312.0,311040.0,459270.0,1181952.0,945561.6,354585.6,-118195.2,0.0,-148230.0
473104,2017.0,278.0,170240.0,251370.0,834176.0,417088.0,333670.4,-83417.6,0.0,-81130.0
473513,2017.0,530.0,26180.0,35700.0,15708.0,7854.0,3141.6,-1570.8,0.0,-9520.0
473614,2017.0,774.0,720000.0,710400.0,3312000.0,2649600.0,993600.0,-331200.0,0.0,9600.0
473615,2017.0,33.0,81840.0,39680.0,351912.0,281529.6,105573.6,-35191.2,0.0,42160.0
473693,2017.0,484.0,59800.0,56810.0,209300.0,83720.0,104650.0,-20930.0,0.0,2990.0
473990,2017.0,56.0,409760.0,602820.0,327808.0,196684.8,32780.8,-32780.8,0.0,-193060.0
474077,2017.0,186.0,143520.0,,28704.0,17222.4,2870.4,-2870.4,0.0,73600.0
474167,2017.0,548.0,6360.0,2120.0,1272.0,763.2,636.0,-127.2,0.0,4240.0
474190,2017.0,98.0,20040.0,,50100.0,40080.0,5010.0,-5010.0,0.0,-13360.0
474389,2017.0,257.0,95520.0,91540.0,210144.0,168115.2,84057.6,,0.0,3980.0
474585,2017.0,593.0,314100.0,307120.0,1570500.0,785250.0,314100.0,-157050.0,0.0,6980.0
474926,2017.0,573.0,218900.0,107460.0,919380.0,551628.0,183876.0,-91938.0,0.0,111440.0
474962,2017.0,688.0,48750.0,22500.0,34125.0,17062.5,3412.5,-3412.5,0.0,26250.0
475047,2017.0,53.0,310100.0,602480.0,31010.0,12404.0,3101.0,-3101.0,0.0,-292380.0
475058,2017.0,312.0,81540.0,157040.0,407700.0,285390.0,122310.0,-40770.0,0.0,-75500.0
475588,2017.0,484.0,134820.0,131610.0,350532.0,140212.8,105159.6,-35053.2,0.0,3210.0
475633,2017.0,714.0,12480.0,18135.0,56160.0,22464.0,16848.0,-5616.0,0.0,-5655.0
475660,2017.0,245.0,15300.0,14850.0,76500.0,53550.0,7650.0,-7650.0,0.0,450.0
475740,2017.0,101.0,106240.0,,254976.0,203980.8,101990.4,-25497.6,0.0,-99600.0
475842,2017.0,555.0,120800.0,56625.0,24160.0,9664.0,12080.0,-2416.0,0.0,64175.0
476003,2017.0,60.0,69600.0,100050.0,6960.0,4872.0,1392.0,-696.0,0.0,-30450.0
476330,2017.0,251.0,183360.0,263580.0,806784.0,,403392.0,-80678.4,0.0,-80220.0
476660,2017.0,997.0,,11760.0,45276.0,,22638.0,-4527.6,0.0,1960.0
477053,2017.0,956.0,286110.0,138720.0,1173051.0,586525.5,469220.4,-117305.1,0.0,147390.0
477226,2017.0,644.0,390600.0,381920.0,1796760.0,718704.0,359352.0,-179676.0,0.0,8680.0
477537,2017.0,267.0,173360.0,254130.0,86680.0,34672.0,26004.0,-8668.0,0.0,-80770.0
477780,2017.0,211.0,59600.0,104300.0,196680.0,118008.0,19668.0,-19668.0,0.0,-44700.0
477888,2017.0,706.0,87150.0,122010.0,165585.0,132468.0,33117.0,-16558.5,0.0,-34860.0
478270,2017.0,359.0,36420.0,45525.0,94692.0,56815.2,37876.8,-9469.2,0.0,-9105.0
478374,2017.0,197.0,133600.0,253840.0,267200.0,160320.0,53440.0,-26720.0,0.0,-120240.0
478565,2017.0,755.0,18630.0,17940.0,3726.0,2980.8,372.6,-372.6,0.0,690.0
478702,2017.0,863.0,295900.0,145260.0,1213190.0,606595.0,485276.0,-121319.0,0.0,150640.0
479116,2017.0,806.0,10270.0,14220.0,50323.0,20129.2,10064.6,-5032.3,0.0,-3950.0
479273,2017.0,144.0,64800.0,126900.0,136080.0,68040.0,13608.0,-13608.0,0.0,-62100.0
479839,2017.0,720.0,62920.0,85800.0,81796.0,40898.0,16359.2,-8179.6,0.0,-22880.0
479947,2017.0,449.0,606450.0,597120.0,121290.0,84903.0,12129.0,-12129.0,0.0,9330.0
480036,2015.0,737.0,70720.0,136000.0,346528.0,277222.4,103958.4,-34652.8,0.0,-65280.0
480469,2015.0,562.0,239760.0,230880.0,1174824.0,469929.6,469929.6,-117482.4,0.0,8880.0
480557,2015.0,702.0,234780.0,451500.0,986076.0,493038.0,394430.4,-98607.6,0.0,-216720.0
480665,2015.0,404.0,195600.0,283620.0,704160.0,352080.0,352080.0,-70416.0,0.0,-88020.0
481043,2015.0,337.0,18600.0,26040.0,37200.0,29760.0,14880.0,-3720.0,0.0,-7440.0
481092,2015.0,692.0,230650.0,112030.0,392105.0,196052.5,39210.5,-39210.5,0.0,118620.0
481712,2015.0,188.0,51800.0,99900.0,253820.0,203056.0,76146.0,-25382.0,0.0,-48100.0
481727,2015.0,163.0,213030.0,205140.0,894726.0,626308.2,447363.0,-89472.6,0.0,7890.0
481796,2015.0,187.0,6520.0,2445.0,27384.0,21907.2,5476.8,-2738.4,0.0,4075.0
482272,2015.0,629.0,87560.0,128355.0,385264.0,192632.0,192632.0,-38526.4,0.0,
482279,2015.0,992.0,8600.0,6450.0,25800.0,10320.0,5160.0,-2580.0,0.0,2150.0
482637,2015.0,,6320.0,0.0,30336.0,18201.6,15168.0,-3033.6,0.0,6320.0
482889,2015.0,24.0,281280.0,272490.0,196896.0,157516.8,98448.0,-19689.6,0.0,8790.0
483048,2015.0,600.0,106500.0,198800.0,106500.0,53250.0,21300.0,-10650.0,0.0,-92300.0
483321,2015.0,539.0,428400.0,418880.0,1456560.0,582624.0,291312.0,-145656.0,0.0,9520.0
483468,2015.0,826.0,340200.0,167265.0,782460.0,312984.0,156492.0,-78246.0,0.0,172935.0
483705,2015.0,506.0,398000.0,780080.0,1114400.0,891520.0,222880.0,-111440.0,0.0,-382080.0
483929,2015.0,53.0,14080.0,6720.0,2816.0,1126.4,1126.4,-281.6,0.0,7360.0
484259,2015.0,102.0,21960.0,10370.0,10980.0,5490.0,2196.0,-1098.0,0.0,11590.0
484342,2015.0,623.0,129920.0,251720.0,12992.0,9094.4,5196.8,-1299.2,0.0,-121800.0
484404,2015.0,524.0,7260.0,6930.0,13794.0,6897.0,2758.8,-1379.4,0.0,330.0
484577,2015.0,522.0,135380.0,251420.0,189532.0,75812.8,37906.4,-18953.2,0.0,-116040.0
485097,2015.0,849.0,77440.0,35200.0,294272.0,205990.4,147136.0,-29427.2,0.0,42240.0
485373,2015.0,139.0,427950.0,209220.0,2011365.0,804546.0,201136.5,-201136.5,0.0,218730.0
485393,2015.0,115.0,103440.0,49565.0,113784.0,79648.8,45513.6,-11378.4,0.0,53875.0
485509,2015.0,183.0,247250.0,237360.0,593400.0,415380.0,296700.0,-59340.0,0.0,9890.0
485542,2015.0,827.0,8340.0,2780.0,27522.0,22017.6,11008.8,-2752.2,0.0,5560.0
486617,2015.0,357.0,39840.0,17430.0,55776.0,39043.2,22310.4,-5577.6,0.0,22410.0
486622,2015.0,571.0,45360.0,43470.0,113400.0,45360.0,45360.0,-11340.0,0.0,1890.0
486642,2015.0,474.0,39550.0,47460.0,75145.0,45087.0,15029.0,-7514.5,0.0,-7910.0
487016,2015.0,49.0,302820.0,591220.0,726768.0,363384.0,218030.4,,0.0,-288400.0
487065,2015.0,746.0,248820.0,121220.0,447876.0,223938.0,44787.6,-44787.6,0.0,127600.0
487291,2015.0,664.0,49050.0,65400.0,103005.0,82404.0,51502.5,-10300.5,0.0,-16350.0
487507,2015.0,948.0,85260.0,39585.0,375144.0,262600.8,75028.8,-37514.4,0.0,
487682,2015.0,431.0,73920.0,33880.0,206976.0,165580.8,41395.2,-20697.6,0.0,40040.0
487917,2015.0,656.0,105040.0,193920.0,21008.0,10504.0,6302.4,-2100.8,0.0,-88880.0
488079,2015.0,291.0,113260.0,157755.0,532322.0,266161.0,212928.8,-53232.2,0.0,-44495.0
488126,2015.0,265.0,28260.0,13345.0,98910.0,69237.0,9891.0,-9891.0,0.0,14915.0
488344,2015.0,924.0,49440.0,82400.0,148320.0,118656.0,74160.0,-14832.0,0.0,-32960.0
488408,2015.0,73.0,60300.0,84420.0,132660.0,92862.0,39798.0,-13266.0,0.0,
488446,2015.0,929.0,135150.0,126140.0,432480.0,345984.0,216240.0,-43248.0,0.0,9010.0
488725,2015.0,922.0,143400.0,207930.0,559260.0,223704.0,167778.0,-55926.0,0.0,-64530.0
488777,2015.0,631.0,9360.0,18360.0,27144.0,21715.2,13572.0,-2714.4,0.0,-9000.0
488872,2015.0,216.0,249080.0,239500.0,697424.0,488196.8,69742.4,-69742.4,0.0,9580.0
488967,2015.0,158.0,374400.0,368640.0,299520.0,209664.0,119808.0,,0.0,5760.0
489039,2015.0,715.0,72000.0,35200.0,338400.0,135360.0,67680.0,-33840.0,0.0,36800.0
489221,2015.0,328.0,330800.0,,1058560.0,635136.0,211712.0,-105856.0,0.0,
489353,2015.0,490.0,371280.0,364650.0,705432.0,564345.6,211629.6,-70543.2,0.0,6630.0
490407,2015.0,993.0,189200.0,89870.0,700040.0,490028.0,140008.0,-70004.0,0.0,99330.0
490578,2015.0,722.0,198800.0,391920.0,974120.0,487060.0,487060.0,-97412.0,0.0,-193120.0
490928,2015.0,455.0,173400.0,341020.0,606900.0,424830.0,60690.0,-60690.0,0.0,-167620.0
491071,2015.0,315.0,344000.0,670800.0,1720000.0,1032000.0,172000.0,-172000.0,0.0,-326800.0
491079,2015.0,67.0,7500.0,3625.0,29250.0,23400.0,11700.0,-2925.0,0.0,3875.0
491158,2015.0,875.0,124200.0,117300.0,37260.0,26082.0,14904.0,-3726.0,0.0,6900.0
491353,2015.0,61.0,240840.0,,144504.0,115603.2,43351.2,-14450.4,0.0,-227460.0
491541,2015.0,984.0,30470.0,27700.0,9141.0,5484.6,914.1,-914.1,0.0,2770.0
491691,2015.0,100.0,91800.0,178500.0,394740.0,236844.0,157896.0,-39474.0,0.0,-86700.0
491892,2015.0,254.0,2640.0,2420.0,8976.0,4488.0,897.6,-897.6,0.0,220.0
492139,2015.0,486.0,50340.0,41950.0,181224.0,90612.0,18122.4,-18122.4,0.0,8390.0
492235,2015.0,372.0,25280.0,23700.0,58144.0,46515.2,11628.8,-5814.4,0.0,1580.0
492305,2015.0,916.0,64800.0,123120.0,6480.0,3888.0,648.0,-648.0,0.0,-58320.0
492454,2015.0,192.0,46200.0,43120.0,138600.0,83160.0,27720.0,-13860.0,0.0,3080.0
492912,2015.0,436.0,192240.0,184230.0,346032.0,138412.8,173016.0,-34603.2,0.0,8010.0
493110,2015.0,684.0,187920.0,90045.0,413424.0,206712.0,206712.0,-41342.4,0.0,97875.0
493341,2015.0,667.0,42840.0,17850.0,192780.0,115668.0,77112.0,-19278.0,0.0,24990.0
494247,2015.0,889.0,386400.0,189750.0,425040.0,297528.0,85008.0,-42504.0,0.0,196650.0
494425,2015.0,415.0,267300.0,522720.0,775170.0,465102.0,310068.0,-77517.0,0.0,-255420.0
495523,2015.0,348.0,2850.0,950.0,8550.0,5985.0,1710.0,-855.0,0.0,1900.0
495563,2015.0,194.0,191400.0,363660.0,803880.0,562716.0,80388.0,-80388.0,0.0,-172260.0
495603,2015.0,311.0,591750.0,583860.0,2722050.0,1633230.0,1088820.0,-272205.0,0.0,7890.0
495607,2015.0,295.0,1520.0,0.0,6080.0,4256.0,608.0,-608.0,0.0,1520.0
495871,2015.0,200.0,12650.0,23000.0,16445.0,9867.0,6578.0,-1644.5,0.0,-10350.0
495918,2015.0,701.0,376200.0,184680.0,1617660.0,1294128.0,485298.0,-161766.0,0.0,191520.0
495971,2015.0,569.0,15400.0,20790.0,43120.0,30184.0,8624.0,-4312.0,0.0,-5390.0
496012,2015.0,119.0,157200.0,150650.0,707400.0,282960.0,282960.0,-70740.0,0.0,6550.0
496143,2015.0,474.0,38320.0,,49816.0,19926.4,24908.0,-4981.6,0.0,9580.0
496332,2015.0,958.0,24480.0,42840.0,36720.0,22032.0,7344.0,-3672.0,0.0,-18360.0
496383,2015.0,381.0,67680.0,99405.0,250416.0,150249.6,125208.0,-25041.6,0.0,-31725.0
496503,2015.0,184.0,127600.0,242440.0,612480.0,367488.0,122496.0,-61248.0,0.0,-114840.0
497022,2015.0,604.0,19500.0,9555.0,23400.0,9360.0,7020.0,-2340.0,0.0,9945.0
497488,2015.0,370.0,44480.0,77840.0,111200.0,44480.0,11120.0,-11120.0,0.0,-33360.0
497504,2015.0,539.0,122220.0,178965.0,537768.0,268884.0,107553.6,-53776.8,0.0,-56745.0
498060,2015.0,233.0,10200.0,17000.0,44880.0,26928.0,4488.0,-4488.0,0.0,-6800.0
498140,2015.0,458.0,39840.0,37350.0,123504.0,98803.2,37051.2,,0.0,2490.0
498145,2015.0,849.0,3600.0,6960.0,14760.0,8856.0,1476.0,-1476.0,0.0,-3360.0
498195,2015.0,288.0,62160.0,79920.0,118104.0,59052.0,23620.8,-11810.4,0.0,-17760.0
498579,2015.0,236.0,20160.0,29520.0,2016.0,1411.2,201.6,-201.6,0.0,-9360.0
498603,2015.0,470.0,282450.0,274380.0,84735.0,67788.0,42367.5,-8473.5,0.0,8070.0
498605,2015.0,820.0,114600.0,52525.0,573000.0,229200.0,229200.0,-57300.0,0.0,62075.0
499076,2015.0,88.0,4880.0,2135.0,13664.0,5465.6,5465.6,-1366.4,0.0,2745.0
499178,2015.0,108.0,35400.0,50445.0,116820.0,93456.0,11682.0,-11682.0,0.0,-15045.0
499363,2015.0,929.0,14520.0,3630.0,47916.0,23958.0,4791.6,-4791.6,0.0,10890.0
499644,2015.0,229.0,22800.0,9120.0,77520.0,54264.0,15504.0,-7752.0,0.0,13680.0
499914,2015.0,383.0,11250.0,22000.0,36000.0,14400.0,3600.0,-3600.0,0.0,-10750.0
499988,2015.0,474.0,37280.0,32620.0,11184.0,7828.8,1118.4,-1118.4,0.0,4660.0
500042,2015.0,657.0,53600.0,52260.0,246560.0,197248.0,123280.0,-24656.0,0.0,1340.0
500144,2015.0,407.0,1480.0,0.0,4884.0,2442.0,1465.2,-488.4,0.0,1480.0
500604,2015.0,303.0,175240.0,168500.0,210288.0,147201.6,21028.8,-21028.8,0.0,6740.0
500818,2015.0,25.0,92280.0,126885.0,193788.0,77515.2,77515.2,-19378.8,0.0,-34605.0
500866,2015.0,149.0,14380.0,7190.0,40264.0,28184.8,16105.6,-4026.4,0.0,7190.0
501056,2015.0,402.0,27840.0,40020.0,2784.0,2227.2,278.4,-278.4,0.0,-12180.0
501202,2015.0,793.0,34200.0,33250.0,95760.0,47880.0,47880.0,-9576.0,0.0,950.0
501370,2015.0,892.0,132720.0,,92904.0,65032.8,27871.2,-9290.4,0.0,-113760.0
501452,2015.0,556.0,244800.0,238680.0,244800.0,195840.0,122400.0,-24480.0,0.0,6120.0
501483,2015.0,429.0,35400.0,17110.0,31860.0,19116.0,6372.0,-3186.0,0.0,18290.0
501509,2015.0,129.0,68860.0,65730.0,330528.0,231369.6,66105.6,-33052.8,0.0,3130.0
501564,2015.0,131.0,39000.0,37050.0,78000.0,54600.0,31200.0,-7800.0,0.0,1950.0
501770,2015.0,790.0,364520.0,715020.0,72904.0,43742.4,7290.4,-7290.4,0.0,-350500.0
501915,2015.0,712.0,50760.0,90240.0,248724.0,99489.6,99489.6,-24872.4,0.0,-39480.0
502191,2015.0,824.0,3600.0,3360.0,4320.0,1728.0,2160.0,-432.0,0.0,240.0
502203,2015.0,943.0,6600.0,6000.0,27060.0,18942.0,13530.0,-2706.0,0.0,600.0
502236,2015.0,67.0,177600.0,173160.0,17760.0,8880.0,1776.0,-1776.0,0.0,4440.0
502669,2015.0,262.0,42480.0,20060.0,67968.0,27187.2,27187.2,-6796.8,0.0,22420.0
502854,2015.0,731.0,302400.0,446040.0,1088640.0,870912.0,544320.0,-108864.0,0.0,-143640.0
502955,2015.0,156.0,139200.0,204450.0,473280.0,283968.0,47328.0,-47328.0,0.0,-65250.0
502987,2015.0,403.0,68850.0,67320.0,103275.0,,41310.0,-10327.5,0.0,1530.0
503763,2015.0,909.0,14840.0,21465.0,51940.0,25970.0,20776.0,-5194.0,0.0,-6625.0
503804,2015.0,153.0,167640.0,243840.0,569976.0,284988.0,227990.4,-56997.6,0.0,-76200.0
504037,2015.0,434.0,45870.0,66720.0,201828.0,100914.0,60548.4,-20182.8,0.0,-20850.0
504182,2015.0,600.0,7200.0,14080.0,1440.0,1152.0,144.0,-144.0,0.0,-6880.0
504573,2015.0,615.0,58960.0,53600.0,218152.0,130891.2,21815.2,-21815.2,0.0,5360.0
504674,2015.0,263.0,24720.0,22660.0,74160.0,51912.0,7416.0,-7416.0,0.0,2060.0
504850,2015.0,248.0,84000.0,40950.0,411600.0,205800.0,123480.0,-41160.0,0.0,43050.0
505232,2015.0,837.0,117260.0,162360.0,58630.0,41041.0,23452.0,-5863.0,0.0,-45100.0
505865,2015.0,723.0,354900.0,173225.0,1242150.0,621075.0,496860.0,-124215.0,0.0,181675.0
505877,2015.0,346.0,105900.0,102370.0,296520.0,177912.0,118608.0,-29652.0,0.0,3530.0
506104,2015.0,906.0,77760.0,68040.0,163296.0,130636.8,48988.8,-16329.6,0.0,9720.0
506371,2015.0,880.0,97500.0,47500.0,,31200.0,15600.0,-7800.0,0.0,50000.0
506492,2015.0,436.0,48930.0,83880.0,244650.0,195720.0,73395.0,-24465.0,0.0,-34950.0
507276,2015.0,603.0,152350.0,149580.0,167585.0,134068.0,83792.5,-16758.5,0.0,2770.0
507338,2015.0,239.0,125060.0,57720.0,12506.0,10004.8,2501.2,-1250.6,0.0,67340.0
507425,2015.0,287.0,2100.0,1890.0,7350.0,3675.0,2940.0,-735.0,0.0,210.0
507507,2015.0,999.0,61920.0,55040.0,253872.0,203097.6,101548.8,-25387.2,0.0,6880.0
507718,2015.0,237.0,84480.0,40320.0,126720.0,101376.0,63360.0,-12672.0,0.0,44160.0
507821,2015.0,882.0,94800.0,93220.0,303360.0,242688.0,91008.0,-30336.0,0.0,1580.0
507897,2015.0,754.0,113640.0,104170.0,397740.0,198870.0,198870.0,-39774.0,0.0,9470.0
508135,2015.0,656.0,35040.0,48180.0,84096.0,58867.2,25228.8,-8409.6,0.0,-13140.0
508490,2015.0,229.0,91140.0,130200.0,154938.0,108456.6,15493.8,-15493.8,0.0,-39060.0
508828,2015.0,966.0,190250.0,182640.0,589775.0,471820.0,235910.0,-58977.5,0.0,7610.0
509057,2015.0,265.0,100500.0,49245.0,110550.0,66330.0,33165.0,-11055.0,0.0,51255.0
509059,2015.0,65.0,175800.0,84970.0,562560.0,450048.0,225024.0,-56256.0,0.0,90830.0
509397,2015.0,437.0,4400.0,1650.0,5720.0,3432.0,2288.0,-572.0,0.0,2750.0
509510,2015.0,933.0,37500.0,72500.0,56250.0,28125.0,16875.0,-5625.0,0.0,-35000.0
509563,2015.0,796.0,407880.0,797220.0,40788.0,24472.8,20394.0,-4078.8,0.0,-389340.0
509776,2015.0,935.0,37050.0,72200.0,122265.0,85585.5,24453.0,-12226.5,0.0,-35150.0
509854,2015.0,243.0,51000.0,24990.0,173400.0,69360.0,52020.0,-17340.0,0.0,26010.0
480036,2016.0,712.0,152320.0,299200.0,289408.0,173644.8,57881.6,-28940.8,0.0,-146880.0
480469,2016.0,950.0,355200.0,173160.0,1278720.0,511488.0,383616.0,-127872.0,0.0,182040.0
480557,2016.0,894.0,505680.0,744975.0,1415904.0,991132.8,707952.0,-141590.4,0.0,-239295.0
480665,2016.0,675.0,521600.0,257540.0,678080.0,406848.0,203424.0,-67808.0,0.0,264060.0
481043,2016.0,761.0,7440.0,3100.0,26040.0,15624.0,10416.0,-2604.0,0.0,4340.0
481092,2016.0,646.0,158160.0,151570.0,537744.0,215097.6,268872.0,-53774.4,0.0,6590.0
481712,2016.0,146.0,83250.0,40700.0,308025.0,215617.5,92407.5,-30802.5,0.0,42550.0
481727,2016.0,426.0,157800.0,149910.0,725880.0,508116.0,72588.0,-72588.0,0.0,7890.0
481796,2016.0,516.0,3260.0,3260.0,14670.0,10269.0,5868.0,-1467.0,0.0,0.0
482272,2016.0,790.0,95520.0,140295.0,315216.0,189129.6,31521.6,-31521.6,0.0,-44775.0
482279,2016.0,634.0,17200.0,19350.0,22360.0,13416.0,6708.0,-2236.0,0.0,-2150.0
482637,2016.0,199.0,37920.0,15800.0,140304.0,112243.2,56121.6,-14030.4,0.0,22120.0
482889,2016.0,137.0,237330.0,114270.0,735723.0,588578.4,294289.2,-73572.3,0.0,123060.0
483048,2016.0,,454400.0,670950.0,1499520.0,599808.0,299904.0,-149952.0,0.0,-216550.0
483321,2016.0,807.0,304640.0,295120.0,1431808.0,859084.8,286361.6,-143180.8,0.0,9520.0
483468,2016.0,593.0,294840.0,289170.0,383292.0,268304.4,153316.8,-38329.2,0.0,5670.0
483705,2016.0,62.0,262680.0,382080.0,446556.0,178622.4,223278.0,-44655.6,0.0,-119400.0
483929,2016.0,47.0,38400.0,56640.0,153600.0,122880.0,46080.0,-15360.0,0.0,-18240.0
484259,2016.0,263.0,17080.0,7930.0,59780.0,23912.0,29890.0,-5978.0,0.0,9150.0
484342,2016.0,998.0,,213150.0,686952.0,549561.6,343476.0,-68695.2,0.0,-66990.0
484404,2016.0,130.0,3960.0,5445.0,18612.0,7444.8,1861.2,-1861.2,0.0,-1485.0
484577,2016.0,219.0,580200.0,285265.0,1044360.0,626616.0,104436.0,-104436.0,0.0,294935.0
485097,2016.0,36.0,337920.0,165440.0,1689600.0,675840.0,506880.0,-168960.0,0.0,172480.0
485373,2016.0,308.0,152160.0,71325.0,136944.0,95860.8,68472.0,-13694.4,0.0,80835.0
485393,2016.0,426.0,168090.0,327560.0,302562.0,151281.0,90768.6,-30256.2,0.0,-159470.0
485509,2016.0,151.0,237360.0,113735.0,1020648.0,714453.6,306194.4,-102064.8,0.0,123625.0
485542,2016.0,903.0,55600.0,105640.0,61160.0,24464.0,30580.0,-6116.0,0.0,-50040.0
486617,2016.0,302.0,14940.0,19920.0,4482.0,2689.2,448.2,-448.2,0.0,-4980.0
486622,2016.0,511.0,24570.0,11340.0,41769.0,16707.6,8353.8,-4176.9,0.0,13230.0
486642,2016.0,960.0,189840.0,181930.0,607488.0,303744.0,242995.2,-60748.8,0.0,7910.0
487016,2016.0,345.0,432600.0,425390.0,1081500.0,432600.0,540750.0,-108150.0,0.0,7210.0
487065,2016.0,336.0,89320.0,41470.0,89320.0,62524.0,26796.0,-8932.0,0.0,47850.0
487291,2016.0,262.0,65400.0,59950.0,19620.0,9810.0,1962.0,-1962.0,0.0,5450.0
487507,2016.0,196.0,182700.0,88305.0,767340.0,613872.0,153468.0,-76734.0,0.0,94395.0
487682,2016.0,164.0,215600.0,418880.0,948640.0,379456.0,284592.0,-94864.0,0.0,-203280.0
487917,2016.0,439.0,339360.0,,848400.0,678720.0,84840.0,-84840.0,,8080.0
488079,2016.0,792.0,194160.0,93035.0,388320.0,310656.0,38832.0,-38832.0,0.0,101125.0
488126,2016.0,706.0,47100.0,68295.0,146010.0,73005.0,,-14601.0,0.0,-21195.0
488344,2016.0,340.0,131840.0,185400.0,13184.0,5273.6,2636.8,-1318.4,0.0,-53560.0
488408,2016.0,433.0,64320.0,60300.0,109344.0,65606.4,21868.8,-10934.4,0.0,4020.0
488446,2016.0,26.0,270300.0,130645.0,1162290.0,929832.0,348687.0,-116229.0,0.0,139655.0
488725,2016.0,994.0,229440.0,224660.0,1101312.0,440524.8,440524.8,-110131.2,0.0,4780.0
488777,2016.0,877.0,12600.0,12420.0,8820.0,4410.0,4410.0,-882.0,0.0,180.0
488872,2016.0,989.0,134120.0,62270.0,281652.0,112660.8,112660.8,-28165.2,0.0,71850.0
488967,2016.0,134.0,161280.0,155520.0,693504.0,416102.4,277401.6,-69350.4,0.0,5760.0
489039,2016.0,435.0,16000.0,14400.0,4800.0,1920.0,1920.0,-480.0,0.0,1600.0
489221,2016.0,619.0,,70295.0,491238.0,196495.2,196495.2,-49123.8,0.0,78565.0
489353,2016.0,255.0,198900.0,96135.0,179010.0,71604.0,35802.0,-17901.0,0.0,102765.0
490407,2016.0,100.0,170280.0,160820.0,391644.0,234986.4,195822.0,-39164.4,0.0,9460.0
490578,2016.0,632.0,85200.0,123540.0,119280.0,71568.0,47712.0,,0.0,-38340.0
490928,2016.0,151.0,75140.0,36125.0,195364.0,78145.6,78145.6,-19536.4,0.0,39015.0
491071,2016.0,672.0,378400.0,554700.0,1324400.0,662200.0,397320.0,-132440.0,0.0,-176300.0
491079,2016.0,128.0,20000.0,39500.0,64000.0,51200.0,12800.0,-6400.0,0.0,-19500.0
491158,2016.0,538.0,241500.0,117300.0,966000.0,579600.0,193200.0,-96600.0,0.0,124200.0
491353,2016.0,576.0,334500.0,655620.0,836250.0,585375.0,83625.0,-83625.0,,-321120.0
491541,2016.0,296.0,99720.0,145425.0,39888.0,31910.4,19944.0,-3988.8,0.0,-45705.0
491691,2016.0,456.0,66300.0,31875.0,125970.0,100776.0,25194.0,-12597.0,0.0,34425.0
491892,2016.0,181.0,11440.0,16830.0,24024.0,12012.0,7207.2,-2402.4,0.0,-5390.0
